"Show Number","Air Date","Round","Category","Value","Question","Answer","Correct"
3403,"1999-05-26","Jeopardy!","WORLD HISTORY",200,"Accused of accepting bribes, Francis Bacon was imprisoned in this forbidding complex in 1621","Tower of London","TRUE"
3403,"1999-05-26","Jeopardy!","FAIRY TALE FEMMES",200,"She ate the window pane of the witch's cottage","Gretel","TRUE"
3403,"1999-05-26","Jeopardy!","ANAGRAMMED STATE CAPITALS",200,"Males","Salem","TRUE"
3403,"1999-05-26","Jeopardy!","TOM JONES",200,"Tom hails from Pontypridd in this British Isles country","Wales","FALSE"
3403,"1999-05-26","Jeopardy!","""B"" IN GEOGRAPHY",300,"Since 1969 this Northern Ireland port city of 300,000 has been the site of violent religious conflict","Belfast","FALSE"
3403,"1999-05-26","Jeopardy!","YOU'RE AN ANIMAL!",300,"The critter seen here (bulldog) is a symbol of this nation","Great Britain","TRUE"
3403,"1999-05-26","Jeopardy!","WORLD HISTORY",300,"More than 250,000 died in fighting before France granted this African nation independence July 3, 1962","Algeria","FALSE"
3403,"1999-05-26","Jeopardy!","FAIRY TALE FEMMES",300,"She would have been popular in the '60s; she was always letting her hair down","Rapunzel","TRUE"
3403,"1999-05-26","Jeopardy!","ANAGRAMMED STATE CAPITALS",300,"Proved nice","Providence","FALSE"
3403,"1999-05-26","Jeopardy!","TOM JONES",300,"Tom played -- who else? -- himself on the ""Marge Gets a Job"" episode of this animated TV series in 1992","The Simpsons","FALSE"
3403,"1999-05-26","Jeopardy!","""B"" IN GEOGRAPHY",400,"This city located on the Rhine River became West Germany's capital in 1949","Bonn","FALSE"
3403,"1999-05-26","Jeopardy!","YOU'RE AN ANIMAL!",400,"These predatory birds are named for a place they might dwell","Barn owls","FALSE"
3403,"1999-05-26","Jeopardy!","WORLD HISTORY",400,"In 1784 she founded the city of Sevastopol in her new domain of the Crimea","Catherine the Great","FALSE"
3403,"1999-05-26","Jeopardy!","FAIRY TALE FEMMES",400,"The Brothers Grimm gave no name for the miller's daughter who guessed the name of this little man","Rumpelstiltskin","TRUE"
3403,"1999-05-26","Jeopardy!","ANAGRAMMED STATE CAPITALS",400,"Poke at","Topeka","TRUE"
3403,"1999-05-26","Jeopardy!","TOM JONES",400,"Tom played -- who else? -- in this 1996 Tim Burton film about invaders from outer space","Mars Attacks!","FALSE"
3403,"1999-05-26","Jeopardy!","""B"" IN GEOGRAPHY",1000,"It's the capital of Catalonia","Barcelona","FALSE"
3403,"1999-05-26","Jeopardy!","YOU'RE AN ANIMAL!",500,"It's the genus & species of this animal (""caveman"")","Homo sapiens","TRUE"
3403,"1999-05-26","Jeopardy!","WORLD HISTORY",500,"This Portuguese ""Admiral of the Indian Seas"" discovered & named the Amirante Islands","Vasco da Gama","FALSE"
3403,"1999-05-26","Jeopardy!","FAIRY TALE FEMMES",500,"He wrote a little about women: ""The Little Match Girl"", ""The Little Mermaid""...","Hans Christian Andersen","TRUE"
3403,"1999-05-26","Jeopardy!","ANAGRAMMED STATE CAPITALS",500,"Leg hair","Raleigh","TRUE"
3403,"1999-05-26","Jeopardy!","TOM JONES",500,"It's not odd that this 1965 song is heard in the 1998 film ""Little Voice""","""It's Not Unusual""","TRUE"
3403,"1999-05-26","Double Jeopardy!","PARISIANS",200,"When Lenin moved to Paris in 1908, he naturally settled on this bank of the Seine","Left Bank","TRUE"
3403,"1999-05-26","Double Jeopardy!","FRUIT",200,"The Bing & other sweet varieties of this fruit are self-sterile; they cannot pollinate themselves","Cherries","TRUE"
3403,"1999-05-26","Double Jeopardy!","SHAKESPEAREAN OPERAS",200,"""Amleto""","Hamlet","TRUE"
3403,"1999-05-26","Double Jeopardy!","WORD & PHRASE ORIGINS",200,"The French for ""scandal"" gave us the name of this high-kicking dance popular in music halls of the 19th century","Can-Can","TRUE"
3403,"1999-05-26","Double Jeopardy!","FILM FACTS",200,"This TV star played a senator who had his ""Hawkeye"" on Meryl Streep in ""The Seduction of Joe Tynan""","Alan Alda","FALSE"
3403,"1999-05-26","Double Jeopardy!","TOM JONES",200,"In book 13 country boy Tom arrives in this metropolis, where the climactic action takes place","London","TRUE"
3403,"1999-05-26","Double Jeopardy!","PARISIANS",400,"For speaking too ""Candide""ly, he did time in the Bastille, but later lived in a mansion on Ile St-Louis","Voltaire","FALSE"
3403,"1999-05-26","Double Jeopardy!","FRUIT",400,"The Bartlett type of this fruit begins to ripen in summer; other varieties ripen later in the year","Pears","TRUE"
3403,"1999-05-26","Double Jeopardy!","SHAKESPEAREAN OPERAS",400,"""Il Mercante Di Venezia""","The Merchant of Venice","TRUE"
3403,"1999-05-26","Double Jeopardy!","WORD & PHRASE ORIGINS",400,"This phrase for taking a break from a long period of sitting goes back to 19th century baseball","Seventh-inning stretch","TRUE"
3403,"1999-05-26","Double Jeopardy!","FILM FACTS",400,"This Beatle not only strarred in ""Give My Regards to Broad Street"", he wrote the screenplay & the score","Paul McCartney","TRUE"
3403,"1999-05-26","Double Jeopardy!","TOM JONES",400,"This author of the novel based the heroine, Sophia, on his beloved late wife","Henry Fielding","FALSE"
3403,"1999-05-26","Double Jeopardy!","PARISIANS",600,"The voice of this woman, born in Paris in 1915, evokes the city in songs like ""Non, Je Ne Regrette Rien""","Edith Piaf","TRUE"
3403,"1999-05-26","Double Jeopardy!","FRUIT",600,"This fruit often originates from peach seeds & peaches sometimes come from its seeds","Nectarines","FALSE"
3403,"1999-05-26","Double Jeopardy!","SHAKESPEAREAN OPERAS",600,"""Cordelia""","KIng Lear","TRUE"
3403,"1999-05-26","Double Jeopardy!","WORD & PHRASE ORIGINS",600,"An illustrated ""girl"" & a variation on the martini are named for this U.S. artist","Charles Dana Gibson","TRUE"
3403,"1999-05-26","Double Jeopardy!","FILM FACTS",600,"""Titanic"" tied this 1959 film's record of 11 Oscars but didn't overtake it","Ben-Hur","FALSE"
3403,"1999-05-26","Double Jeopardy!","TOM JONES",600,"Tom finally learns the true identity of this person; he thought it was Jenny the maid","His mother","TRUE"
3403,"1999-05-26","Double Jeopardy!","PARISIANS",800,"In the 1880s he introduced his brother & roommate, Vincent, to the Impressionists","Theo Van Gogh","TRUE"
3403,"1999-05-26","Double Jeopardy!","FRUIT",800,"A cluster, or hand, of this fruit consists of 10-20 fingers","Bananas","TRUE"
3403,"1999-05-26","Double Jeopardy!","SHAKESPEAREAN OPERAS",800,"""Der Sturm""","The Tempest","TRUE"
3403,"1999-05-26","Double Jeopardy!","WORD & PHRASE ORIGINS",800,"From the Italian for ""chatter"", it's a person who claims knowledge or skill he doesn't have","Charlatan","FALSE"
3403,"1999-05-26","Double Jeopardy!","FILM FACTS",800,"Roy Rogers sang ""Buttons and Bows"" with Bob Hope & Jane Russell in this sequel to ""The Paleface""","Son of Paleface","TRUE"
3403,"1999-05-26","Double Jeopardy!","TOM JONES",800,"The benevolent Mr. Allworthy & the crude Mr. Western have this title given to English country gentlemen","Squire","TRUE"
3403,"1999-05-26","Double Jeopardy!","PARISIANS",1000,"This saint taught at the University of Paris while working on ""Summa Theologica"" in the 13th century","St. Thomas Aquinas","FALSE"
3403,"1999-05-26","Double Jeopardy!","FRUIT",1000,"This hybrid of a tangerine & a grapefruit comes in 2 main varieties: Orlando & Minneola","Tangelo","FALSE"
3403,"1999-05-26","Double Jeopardy!","SHAKESPEAREAN OPERAS",1000,"""Beaucoup de Bruit Pour Rien""","Much Ado About Nothing","TRUE"
3403,"1999-05-26","Double Jeopardy!","WORD & PHRASE ORIGINS",1000,"2 Greek words for ""long life"" give us this word which refers to a diet or lifestyle said to prolong life","Macrobiotic","TRUE"
3403,"1999-05-26","Double Jeopardy!","FILM FACTS",1000,"As a child, this ""Doctor Zhivago"" co-star had a bit role in her father's film ""Limelight""","Geraldine Chaplin","FALSE"
3403,"1999-05-26","Double Jeopardy!","TOM JONES",1000,"This ""Kubla Khan"" poet thought ""Tom Jones"" had 1 of the 3 best plots in all literature","Samuel Taylor Coleridge","TRUE"
3403,"1999-05-26","Final Jeopardy!","1950s ACHIEVEMENTS","NA","On Nov. 20, 1953, in a Douglas D-558-2, Scott Crossfield reached this benchmark","Traveling twice the speed of sound","FALSE"
3436,"1999-07-12","Jeopardy!","U.N. SECRETARIES-GENERAL",100,"This current Secretary-General is the first U.N. career official to hold the post","Kofi Annan","FALSE"
3436,"1999-07-12","Jeopardy!","SONGS",100,"It's what ""everybody in the whole cell block was dancin' to""","""Jailhouse Rock""","FALSE"
3436,"1999-07-12","Jeopardy!","THE NEW CAR LOT",100,"This company's '99 Quest minivan & Mercury's '99 Villager -- same thing","Nissan","TRUE"
3436,"1999-07-12","Jeopardy!","""TU""",100,"The University of Phoenix has a branch in this city","Tucson","TRUE"
3436,"1999-07-12","Jeopardy!","MANY IRONS",100,"This mythical barrier cut off the Soviet Union & its friends after World War II","Iron Curtain","FALSE"
3436,"1999-07-12","Jeopardy!","IN THE FIRE",100,"Many 17th century New York City households had one of these to form a brigade in case of fire","Bucket","TRUE"
3436,"1999-07-12","Jeopardy!","U.N. SECRETARIES-GENERAL",200,"At the time only a secretary-general to-be, this Egyptian played a major role in the 1979 Arab-Israeli peace accord","Boutros Boutros-Ghali","TRUE"
3436,"1999-07-12","Jeopardy!","SONGS",200,"Willie Nelson must be ""wond'rin' what in the world did I do"" by writing this Patsy Cline hit","""Crazy""","FALSE"
3436,"1999-07-12","Jeopardy!","THE NEW CAR LOT",200,"Cadillac doesn't want to rub you the wrong way with its new optional front seats that do this to you","Massage","TRUE"
3436,"1999-07-12","Jeopardy!","""TU""",200,"Henry VII was the first ruler from this family on the throne of England","Tudor","FALSE"
3436,"1999-07-12","Jeopardy!","MANY IRONS",200,"The male lead in ""The French Lieutenant's Woman""; Meryl Streep played the title character","Jeremy Irons","FALSE"
3436,"1999-07-12","Jeopardy!","IN THE FIRE",200,"Since 1932 this brand has provided reliable flames for soldiers, campers & others","Zippo","TRUE"
3436,"1999-07-12","Jeopardy!","U.N. SECRETARIES-GENERAL",300,"In the 1960s this Burmese secretary-general sought to apply Buddhist principles to international problem solving","U Thant","TRUE"
3436,"1999-07-12","Jeopardy!","SONGS",300,"""It's a marvelous night for"" this Van Morrison hit, ""with the stars up above in your eyes""","""Moondance""","FALSE"
3436,"1999-07-12","Jeopardy!","THE NEW CAR LOT",300,"This Chrysler brand has flown the coop with the end of production of its Talon","Eagle","FALSE"
3436,"1999-07-12","Jeopardy!","""TU""",300,"Creature seen here in a non-candid photo","Tuna","TRUE"
3436,"1999-07-12","Jeopardy!","MANY IRONS",300,"It's gold!  Gold, I tell you!  Gold!!!  Oh, no -- it's not... it's this, fool's gold","Iron pyrite","FALSE"
3436,"1999-07-12","Jeopardy!","IN THE FIRE",300,"Oliver Wendell Holmes said not to falsely yell ""Fire"" in one of these, where 850 Viennese died Dec. 8, 1881","Theater","FALSE"
3436,"1999-07-12","Jeopardy!","U.N. SECRETARIES-GENERAL",400,"Trying to resolve problems in the Congo, this Swedish secretary-general died in a plane crash in Africa in 1961","Dag Hammarskjold","TRUE"
3436,"1999-07-12","Jeopardy!","SONGS",1500,"Having this title problem, Barry Manilow sings, ""I can't laugh and I can't sing, I'm finding it hard to do anything""","""Can't Smile Without You""","TRUE"
3436,"1999-07-12","Jeopardy!","THE NEW CAR LOT",400,"The '99 Saab 9-5 offers a real cool option: this is ""refrigerated""","Glove compartment","FALSE"
3436,"1999-07-12","Jeopardy!","""TU""",400,"From the Latin for ""uproar"", it's a confusion of voices","Tumult","TRUE"
3436,"1999-07-12","Jeopardy!","MANY IRONS",400,"Bruce Dickinson was the lead singer of this British heavy metal band","Iron Maiden","FALSE"
3436,"1999-07-12","Jeopardy!","IN THE FIRE",400,"Peshtigo, Wisc. was destroyed by a fire that began Oct. 8, 1871, the same day as this city's Great Fire","Chicago","TRUE"
3436,"1999-07-12","Jeopardy!","U.N. SECRETARIES-GENERAL",500,"This Oslo-born secretary-general served in the Norwegian government in exile during WWII","Trygve Lie","TRUE"
3436,"1999-07-12","Jeopardy!","SONGS",500,"A standard song says of this ""fickle friend"", it ""came blowin' in from across the sea""","""The Summer Wind""","TRUE"
3436,"1999-07-12","Jeopardy!","THE NEW CAR LOT",500,"Your pocketbook may not ""Bond"" with the $130,000 base price of its DB7 Coupe","Aston Martin","FALSE"
3436,"1999-07-12","Jeopardy!","""TU""",500,"The ruins of Carthage are in this country","Tunisia","TRUE"
3436,"1999-07-12","Jeopardy!","MANY IRONS",500,"This Prusso-German statesman was the ""Iron Chancellor""","Otto von Bismarck","TRUE"
3436,"1999-07-12","Jeopardy!","IN THE FIRE",500,"2-word phrase for what sometimes happens to oily rags & often happens to the drummers of Spinal Tap","Spontaneous combustion","FALSE"
3436,"1999-07-12","Double Jeopardy!","AWARDS",200,"You might have to take a bullet to earn one of these","Purple Heart","FALSE"
3436,"1999-07-12","Double Jeopardy!","THE MOVIES",200,"Mike Myers travels from '60s London to Vegas in the '90s as this ""International Man of Mystery""","Austin Powers","TRUE"
3436,"1999-07-12","Double Jeopardy!","RELIGION BY THE NUMBERS",200,"This legendary dozen included 2 Jameses, 2 Judases & an eventual replacement named Matthias","Twelve Apostles/disciples","TRUE"
3436,"1999-07-12","Double Jeopardy!","NAME THE POET",200,"""Listen, my children, and you shall hear of the midnight ride of Paul Revere""","Henry Wadsworth Longfellow","TRUE"
3436,"1999-07-12","Double Jeopardy!","AWARDS",400,"Richard Pryor was the first recipient of a Kennedy Center humorists' prize named for this American author","Mark Twain","TRUE"
3436,"1999-07-12","Double Jeopardy!","THE MOVIES",400,"John Lithgow played a transsexual former football player in this 1982 movie based on a John Irving novel","The World According to Garp","FALSE"
3436,"1999-07-12","Double Jeopardy!","THEIR COUNTRY'S LAST MONARCH",400,"In 1893 the queen seen here (Liliuokalani) became the last monarch of this country","Hawaii","TRUE"
3436,"1999-07-12","Double Jeopardy!","RELIGION BY THE NUMBERS",400,"The sixth of these was an outbreak of boils & sores","Ten Plagues of Egypt","TRUE"
3436,"1999-07-12","Double Jeopardy!","NAME THE POET",400,"""Whan that Aprill with his shoures soote the droghte of March hath perced to the roote""","Geoffrey Chaucer","FALSE"
3436,"1999-07-12","Double Jeopardy!","ANIMAL GROUPS",400,"This word can refer to laziness, a 2-toed mammal, or a group of bears","Sloth","FALSE"
3436,"1999-07-12","Double Jeopardy!","AWARDS",600,"In ""Good Will Hunting"", Stellan Skarsgard had a Fields Medal, called ""The Nobel Prize of"" this discipline","Mathematics","TRUE"
3436,"1999-07-12","Double Jeopardy!","THE MOVIES",600,"John Larroquette played Captain Stillman in this wacky 1981 comedy about misfits in the Army","Stripes","FALSE"
3436,"1999-07-12","Double Jeopardy!","THEIR COUNTRY'S LAST MONARCH",600,"1952: Infant king Fu'ad II","Egypt","FALSE"
3436,"1999-07-12","Double Jeopardy!","RELIGION BY THE NUMBERS",600,"It's the Greek term meaning ""5 tools"" that represents the 1st 5 books of the Bible","Pentateuch","TRUE"
3436,"1999-07-12","Double Jeopardy!","NAME THE POET",600,"""His pride had cast him out from heaven, with all his host of rebel angels""","John Milton (from ""Paradise Lost"")","TRUE"
3436,"1999-07-12","Double Jeopardy!","ANIMAL GROUPS",600,"This term for a group of elk also applies to sharks (the ones in ""West Side Story"")","Gang","TRUE"
3436,"1999-07-12","Double Jeopardy!","AWARDS",800,"""Pearls for Pigs"" was 1998's best play in these off-Broadway awards given by the Village Voice","Obies","FALSE"
3436,"1999-07-12","Double Jeopardy!","THE MOVIES",800,"Julia Ormond was the chauffeur's daughter in love with a rich playboy in this 1995 update of a 1954 classic","Sabrina","FALSE"
3436,"1999-07-12","Double Jeopardy!","THEIR COUNTRY'S LAST MONARCH",1000,"1910: King Manuel II","Portugal","FALSE"
3436,"1999-07-12","Double Jeopardy!","RELIGION BY THE NUMBERS",800,"For Muslims: witnessing, prayer, alms giving, fasting & pilgrimage","Five Pillars of Faith","TRUE"
3436,"1999-07-12","Double Jeopardy!","NAME THE POET",800,"""Tho' I've belted you an' flayed you, by the livin' gawd that made you, you're a better man than I am, Gunga Din""","Rudyard Kipling","FALSE"
3436,"1999-07-12","Double Jeopardy!","ANIMAL GROUPS",800,"It's a feather filling for quilts, as well as a group of hares","Down","FALSE"
3436,"1999-07-12","Double Jeopardy!","AWARDS",1000,"Theodore Hesburgh, once president of this university, has been awarded over 100 honorary degrees","Notre Dame","FALSE"
3436,"1999-07-12","Double Jeopardy!","THE MOVIES",1000,"In 1985 Helena Bonham Carter portrayed this historic ""Lady"" on film","Lady Jane Grey","FALSE"
3436,"1999-07-12","Double Jeopardy!","THEIR COUNTRY'S LAST MONARCH",1000,"1947: Eastern Europe's King Michael","Romania","TRUE"
3436,"1999-07-12","Double Jeopardy!","RELIGION BY THE NUMBERS",1000,"Right effort, right speech & right action are 3 parts of this noble Buddhist way","Eightfold Path","FALSE"
3436,"1999-07-12","Double Jeopardy!","NAME THE POET",1000,"""To see a world in a grain of sand and a heaven in a wild flower""","William Blake","TRUE"
3436,"1999-07-12","Double Jeopardy!","ANIMAL GROUPS",1000,"Wisconsin folks know a cete is a group of these carnivores","Badgers","TRUE"
3436,"1999-07-12","Final Jeopardy!","IN THE BOOKSTORE","NA","Bestselling author seen here (she's holding a large ""A"" & a large ""Z"")","Sue Grafton","TRUE"
1276,"1990-03-05","Jeopardy!","WORLD GEOGRAPHY",100,"It's the lowest, flattest & smallest continent","Australia","TRUE"
1276,"1990-03-05","Jeopardy!","WOMEN'S FASHION",100,"This part of Princess Diana's wedding ensemble was 25 feet long","Train","TRUE"
1276,"1990-03-05","Jeopardy!","STARTS WITH ""B""",100,"A little mistake, or Yogi Bear's little buddy","Boo Boo","TRUE"
1276,"1990-03-05","Jeopardy!","CELEBRITY RELATIVES",100,"""Tucker"" marked the 1st time this father & son had worked together since ""Sea Hunt"" in the '60s","Lloyd & Jeff Bridges","TRUE"
1276,"1990-03-05","Jeopardy!","SPORTS TRIVIA",100,"In case you want to book your flights now, this will be played in Tampa in 1991 & Minneapolis in 1992","The Super Bowl","TRUE"
1276,"1990-03-05","Jeopardy!","SAY CHEESE",100,"Italian cheesecake is made with this cheese whose name means ""recooked""","Ricotta","FALSE"
1276,"1990-03-05","Jeopardy!","WORLD GEOGRAPHY",200,"Abingdon, Windsor, Gravesend & Southend-On-Sea are on this European river","Thames","FALSE"
1276,"1990-03-05","Jeopardy!","WOMEN'S FASHION",200,"The ""Cuban"" style of these shoe features came into style in the early 1900s","Heels","FALSE"
1276,"1990-03-05","Jeopardy!","STARTS WITH ""B""",200,"An insect who hangs out in your four-poster, or what a private eye might slip under your mattress","Bedbug","TRUE"
1276,"1990-03-05","Jeopardy!","CELEBRITY RELATIVES",200,"These brothers both became TV stars:  one ran Dodge City & the other led the Impossible Missions Force","James Arness & Peter Graves","TRUE"
1276,"1990-03-05","Jeopardy!","SPORTS TRIVIA",200,"In 1989 Emerson Fittipaldi knocked Al Unser Jr. out of this race on lap 199 & won","The Indianapolis 500","TRUE"
1276,"1990-03-05","Jeopardy!","SAY CHEESE",200,"The 2 cheeses coated with red wax named for towns, one in North Holland province, one in South","Edam & Gouda","TRUE"
1276,"1990-03-05","Jeopardy!","WORLD GEOGRAPHY",300,"City that stands on the ruins of Tenochtitlan, the capital of the Aztec people","Mexico City","FALSE"
1276,"1990-03-05","Jeopardy!","WOMEN'S FASHION",300,"The patches European women wore on their faces in the 1600s were usually this color","Black","TRUE"
1276,"1990-03-05","Jeopardy!","STARTS WITH ""B""",300,"A Russian grandmother, or her kerchief","Babushka","FALSE"
1276,"1990-03-05","Jeopardy!","CELEBRITY RELATIVES",300,"David Canary, who's seen on ""All My Children"", claims to be a descendant of this famous frontierswoman","Calamity Jane (Martha Jane Canary)","TRUE"
1276,"1990-03-05","Jeopardy!","SPORTS TRIVIA",300,"The French Open tennis tournament is played on courts of this color clay","Red","TRUE"
1276,"1990-03-05","Jeopardy!","SAY CHEESE",300,"This cheese that has an orange rind originated in Alsace & is named for a city there","Muenster","TRUE"
1276,"1990-03-05","Jeopardy!","WORLD GEOGRAPHY",400,"The highest airport in the world is Lhasa Airport in this country","TIbet","FALSE"
1276,"1990-03-05","Jeopardy!","WOMEN'S FASHION",400,"Popular in the 18th century, Watteau gowns were inspired by Jean Antoine Watteau, who was one of these","Painter","FALSE"
1276,"1990-03-05","Jeopardy!","STARTS WITH ""B""",400,"This oily dressing makes your hair glossy, but it sounds like it makes you smart","Brilliantine","FALSE"
1276,"1990-03-05","Jeopardy!","CELEBRITY RELATIVES",400,"His uncle Francis Coppola directed him when he played the man to whom ""Peggy Sue Got Married""","Nicolas Cage","FALSE"
1276,"1990-03-05","Jeopardy!","SPORTS TRIVIA",400,"The Orangemen of Syracuse were NCAA champs in '88 & '89 in this Native American sport","Lacrosse","TRUE"
1276,"1990-03-05","Jeopardy!","SAY CHEESE",400,"This name refers to natural cheddar made in the U.S. & is often confused with processed cheese","American cheese","TRUE"
1276,"1990-03-05","Jeopardy!","WORLD GEOGRAPHY",500,"The hot water heating of this northern European capital is drawn directly from underground springs","Reykjavik, Iceland","FALSE"
1276,"1990-03-05","Jeopardy!","WOMEN'S FASHION",600,"This turn-of-the-century ""girl"" wore a shortwaist dress with puffed sleeves & a Pompadour hairdo","Gibson Girl","TRUE"
1276,"1990-03-05","Jeopardy!","STARTS WITH ""B""",500,"2-word French term for a small bundle of herbs, often tied together & used for flavoring","Bouquet Garni","FALSE"
1276,"1990-03-05","Jeopardy!","CELEBRITY RELATIVES",500,"Pam Dawber's famous father-in-law","Tom Harmon","FALSE"
1276,"1990-03-05","Jeopardy!","SPORTS TRIVIA",500,"In 1989 this Canadian team won its 1st Stanley Cup","Calgary Flames","TRUE"
1276,"1990-03-05","Jeopardy!","SAY CHEESE",500,"According to legend, it was created when a shepherd left a piece of cheese in a cave for several weeks","Roquefort","TRUE"
1276,"1990-03-05","Double Jeopardy!","EXPLORERS",200,"Born Giovanni Caboto, this Venetian did his exploring in the service of England","John Cabot","TRUE"
1276,"1990-03-05","Double Jeopardy!","THE HUMAN BODY",200,"When this organ churns & makes perisstaltic waves, some people say it's ""growling""","Stomach","FALSE"
1276,"1990-03-05","Double Jeopardy!","AMERICAN LITERATURE",200,"This clergyman who wrote ""The Short History of New-England"" in 1694 was the son of Increase Mather","Cotton Mather","FALSE"
1276,"1990-03-05","Double Jeopardy!","COMPOSERS",200,"His sister Fanny Mendelssohn wrote some of the songs attributed to him","Felix Mendelssohn","FALSE"
1276,"1990-03-05","Double Jeopardy!","THE PLANETS",200,"As viewed from Earth, it's the brightest planet in the nighttime sky","Venus","TRUE"
1276,"1990-03-05","Double Jeopardy!","ANTIQUES",200,"Used as early as the 15th century, apostle spoons usually came in sets of this number","12 or 13 (if they included the Christ figure)","TRUE"
1276,"1990-03-05","Double Jeopardy!","EXPLORERS",400,"N.Y. observes a holiday honoring the 1524 discovery of N.Y. Harbor by this Italian navigator","Giovanni Verrazano","FALSE"
1276,"1990-03-05","Double Jeopardy!","THE HUMAN BODY",400,"The oval window is a membrane forming one of the boundaries between the middle & the inner parts of this","Ear","FALSE"
1276,"1990-03-05","Double Jeopardy!","AMERICAN LITERATURE",400,"He wrote ""Cadillac Jack"" & ""Lonesome Dove"" after ""Terms of Endearment""","Larry McMurtry","FALSE"
1276,"1990-03-05","Double Jeopardy!","COMPOSERS",400,"Of the 3 Bs, the 2 who died in Vienna","Beethoven & Brahms","FALSE"
1276,"1990-03-05","Double Jeopardy!","THE PLANETS",400,"In August 1989 it became the last planet encountered by Voyager 2","Neptune","TRUE"
1276,"1990-03-05","Double Jeopardy!","ANTIQUES",400,"Fireplace tool that consists of matching shaped boards, a metal nozzle & flexible leather sides","Bellows","FALSE"
1276,"1990-03-05","Double Jeopardy!","EXPLORERS",600,"Ponce de Leon was looking for it when he discovered Florida; some are still looking for it today","Fountain of Youth","TRUE"
1276,"1990-03-05","Double Jeopardy!","THE HUMAN BODY",600,"They're also known as your zygomatic bones, & high ones are considered especially attractive","Cheekbones","TRUE"
1276,"1990-03-05","Double Jeopardy!","AMERICAN LITERATURE",600,"He lived for several weeks among the cannibalistic Typee before he wrote the book of the same name","Herman Melville","TRUE"
1276,"1990-03-05","Double Jeopardy!","COMPOSERS",1200,"It was rumored that he committed suicide over the failure of his last symphony, the ""Pathetique""","Pyotr Ilyich Tchaikovsky (""6th Symphony"")","FALSE"
1276,"1990-03-05","Double Jeopardy!","THE PLANETS",600,"The 4 largest moons of this planet are called Galilean satellites after Galileo, who saw them in 1610","Jupiter","FALSE"
1276,"1990-03-05","Double Jeopardy!","ANTIQUES",600,"A method of joining 2 pieces of wood at right angles named for its resemblance to a bird's tail","Dovetail","FALSE"
1276,"1990-03-05","Double Jeopardy!","EXPLORERS",800,"His 1497-98 voyage to India opened the 1st all-water trade route between Europe & Asia","Vasco da Gama","FALSE"
1276,"1990-03-05","Double Jeopardy!","THE HUMAN BODY",800,"It's the tube that connects your nose & mouth with your larynx & esophagus","Pharynx","FALSE"
1276,"1990-03-05","Double Jeopardy!","AMERICAN LITERATURE",800,"Jack Kerouac's 1957 novel about the adventures of Dean Moriarty & friends as they travel the U.S.","""On The Road""","FALSE"
1276,"1990-03-05","Double Jeopardy!","COMPOSERS",800,"G. Strepponi sang in ""Nabucco"", the opera that made this composer famous, & later married him","Giuseppe Verdi","TRUE"
1276,"1990-03-05","Double Jeopardy!","THE PLANETS",800,"In 1971 Mariner 9 discovered a volcano on this planet rising 15 1/2 miles above the surface","Mars","TRUE"
1276,"1990-03-05","Double Jeopardy!","ANTIQUES",800,"French for ""Chinese Ornament"", it refers to willow pattern china & some Chippendale furniture","Chinoisserie","FALSE"
1276,"1990-03-05","Double Jeopardy!","EXPLORERS",1000,"Tho he didn't find the Northwest Passage, this Frenchman established France's claim to Canada","Jacques Cartier","TRUE"
1276,"1990-03-05","Double Jeopardy!","THE HUMAN BODY",1000,"The ovaries are part of both the reproductive system & this system which produces hormones","Endocrine System","FALSE"
1276,"1990-03-05","Double Jeopardy!","AMERICAN LITERATURE",1000,"It was called ""A Poem  Of Walt Whitman, An American"" before it was called this","""Song of Myself""","FALSE"
1276,"1990-03-05","Double Jeopardy!","COMPOSERS",1000,"Mussorgsky once lived with this ""Scheherazade"" composer who re-edited ""Boris Godunov"" after his death","Nikolai Rimsky-Korsakov","TRUE"
1276,"1990-03-05","Double Jeopardy!","THE PLANETS",1000,"This remote planet orbits the sun at a 98 degree axis, almost lying on its side","Uranus","FALSE"
1276,"1990-03-05","Double Jeopardy!","ANTIQUES",1000,"(VIDEO DAILY DOUBLE): The kind of clock shown here, invented c. 1800 & named for the musical instrument it resembles:","Banjo Clock","TRUE"
1276,"1990-03-05","Final Jeopardy!","SHAKESPEAREAN TITLE CHARACTERS","NA","He is introduced as ""The triple pillar of the world transformed into a strumpet's fool""","Marc Antony","FALSE"
4700,"2005-01-28","Jeopardy!","THE REVOLUTIONARY WAR",200,"After this early battle, Americans retreated over Charlestown Neck","The Battle of Bunker Hill (or Breed's Hill)","TRUE"
4700,"2005-01-28","Jeopardy!","GAME SHOWS",200,"The first letter ever turned by Vanna White on this game show was a ""T""","Wheel of Fortune","FALSE"
4700,"2005-01-28","Jeopardy!","THE ENVIRONMENT",200,"This ""colorful"" & controversial activist environmental group was formed in Canada in 1971","Greenpeace","FALSE"
4700,"2005-01-28","Jeopardy!","THE 50 STATES",200,"The diatonic or ""Cajun"" accordion is the official musical instrument of this state","Louisiana","TRUE"
4700,"2005-01-28","Jeopardy!","PHRASES THAT SELL",200,"""Obey your thirst"" and drink this","Sprite","FALSE"
4700,"2005-01-28","Jeopardy!","THE ""UNDER"" WORLD",200,"Lingerie is a fancy word for it","underwear","TRUE"
4700,"2005-01-28","Jeopardy!","THE REVOLUTIONARY WAR",400,"On the evening of April 18, 1775 Robert Newman displayed 2 lanterns in this Boston structure","the Old North Church","FALSE"
